Run ID,Name,Status,Steps Completed,AI Credits,Created At,Last Updated,Test Run
cmriut5yepdac0rm40xg997l3,Account summary overview,COMPLETED,2,0,2026-07-13T06:41:13.571Z,2026-07-13T06:42:22.349Z,false
cmrag2m02162w0qkm7tvsbeuf,Account summary overview,COMPLETED,0,0,2026-07-07T09:26:30.627Z,2026-07-07T09:27:18.620Z,true
